RequestType,FileSize [MB],Time [s],EdgeNum
UPLOAD,5.0,8.638817071914673,0
UPLOAD,10.0,6.5748491287231445,0
UPLOAD,20.0,6.24936318397522,0
UPLOAD,30.0,4.653578996658325,0
UPLOAD,100.0,14.932858943939209,0
UPLOAD,250.0,18.64112114906311,0
UPLOAD,5.0,5.589156866073608,0
UPLOAD,10.0,3.654066324234009,0
UPLOAD,20.0,13.643394947052002,0
UPLOAD,30.0,6.865611791610718,0
UPLOAD,100.0,9.02736520767212,0
UPLOAD,250.0,15.0081307888031,0
UPLOAD,5.0,8.837009906768799,0
UPLOAD,10.0,3.918790817260742,0
UPLOAD,20.0,6.255645751953125,0
UPLOAD,30.0,15.108434677124023,0
UPLOAD,100.0,9.134635210037231,0
UPLOAD,250.0,14.202565431594849,0
UPLOAD,5.0,11.009204626083374,0
UPLOAD,10.0,13.228304147720337,0
UPLOAD,20.0,12.199818849563599,0
UPLOAD,30.0,10.889084815979004,0
UPLOAD,100.0,7.140357255935669,0
UPLOAD,250.0,11.804030418395996,0
UPLOAD,5.0,6.4438230991363525,0
UPLOAD,10.0,3.899899959564209,0
UPLOAD,20.0,5.3287272453308105,0
UPLOAD,30.0,7.65973973274231,0
UPLOAD,100.0,10.865270376205444,0
UPLOAD,250.0,14.007333755493164,0
UPLOAD,5.0,4.546740293502808,1
UPLOAD,10.0,4.571168899536133,1
UPLOAD,20.0,4.7393176555633545,1
UPLOAD,30.0,5.9063496589660645,1
UPLOAD,100.0,14.929725646972656,1
UPLOAD,250.0,33.75055527687073,1
UPLOAD,5.0,1.6245405673980713,1
UPLOAD,10.0,3.3231332302093506,1
UPLOAD,20.0,4.505828857421875,1
UPLOAD,30.0,5.597952127456665,1
UPLOAD,100.0,18.064245223999023,1
UPLOAD,250.0,38.693912982940674,1
UPLOAD,5.0,0.651498556137085,1
UPLOAD,10.0,1.7179617881774902,1
UPLOAD,20.0,2.5492470264434814,1
UPLOAD,30.0,4.8478171825408936,1
UPLOAD,100.0,18.32829189300537,1
UPLOAD,250.0,37.16024708747864,1
UPLOAD,5.0,0.7232832908630371,1
UPLOAD,10.0,1.6369690895080566,1
UPLOAD,20.0,4.705203056335449,1
UPLOAD,30.0,5.159373998641968,1
UPLOAD,100.0,30.607105255126953,1
UPLOAD,250.0,41.72930121421814,1
UPLOAD,5.0,0.8669013977050781,1
UPLOAD,10.0,2.6530611515045166,1
UPLOAD,20.0,4.701023817062378,1
UPLOAD,30.0,5.57973313331604,1
UPLOAD,100.0,16.337151050567627,1
UPLOAD,250.0,28.219842672348022,1
UPLOAD,5.0,7.43054723739624,5
UPLOAD,10.0,11.584140062332153,5
UPLOAD,20.0,9.414933919906616,5
UPLOAD,30.0,4.5373029708862305,5
UPLOAD,100.0,21.112802982330322,5
UPLOAD,250.0,25.57299518585205,5
UPLOAD,5.0,0.6034200191497803,5
UPLOAD,10.0,8.624425649642944,5
UPLOAD,20.0,11.76983904838562,5
UPLOAD,30.0,4.708882093429565,5
UPLOAD,100.0,22.936218738555908,5
UPLOAD,250.0,43.038153409957886,5
UPLOAD,5.0,1.2803936004638672,5
UPLOAD,10.0,2.6286981105804443,5
UPLOAD,20.0,13.723999261856079,5
UPLOAD,30.0,12.027815341949463,5
UPLOAD,100.0,25.25724768638611,5
UPLOAD,250.0,37.44713592529297,5
UPLOAD,5.0,5.321676254272461,5
UPLOAD,10.0,10.633184671401978,5
UPLOAD,20.0,10.330281972885132,5
UPLOAD,30.0,11.669856309890747,5
UPLOAD,100.0,19.559249877929688,5
UPLOAD,250.0,25.090574979782104,5
UPLOAD,5.0,2.248157024383545,5
UPLOAD,10.0,9.550912857055664,5
UPLOAD,20.0,7.670360803604126,5
UPLOAD,30.0,12.861197710037231,5
UPLOAD,100.0,20.14619755744934,5
UPLOAD,250.0,37.123754262924194,5
DOWNLOAD,5.0,13.182488203048706,0
DOWNLOAD,10.0,16.74909019470215,0
DOWNLOAD,20.0,3.3348751068115234,0
DOWNLOAD,30.0,46.64530944824219,0
DOWNLOAD,5.0,4.6599602699279785,0
DOWNLOAD,10.0,3.60432505607605,0
DOWNLOAD,20.0,28.850122451782227,0
DOWNLOAD,30.0,36.19519639015198,0
DOWNLOAD,5.0,13.542979955673218,0
DOWNLOAD,10.0,24.817248821258545,0
DOWNLOAD,20.0,6.050007343292236,0
DOWNLOAD,30.0,6.279958724975586,0
DOWNLOAD,5.0,3.862461566925049,0
DOWNLOAD,10.0,2.387071132659912,0
DOWNLOAD,20.0,29.95883870124817,0
DOWNLOAD,30.0,5.37574315071106,0
DOWNLOAD,5.0,11.397308111190796,0
DOWNLOAD,10.0,24.726882457733154,0
DOWNLOAD,20.0,12.507216691970825,0
DOWNLOAD,30.0,24.6186363697052,0
